ClaimID,PolicyID,ClaimType,ClaimAmount,ClaimStatus,ClaimDate,AdjusterID
6f8c5158-668d-48a0-9e5c-c070896f2c4a,10177,Accident,1118.59,Paid,2025-04-22,40
1cb15801-d32c-464b-9dd6-a4d0f49efda6,10300,Theft,465.75,In Review,2025-04-24,18
d56eacc7-9bff-49e5-a16c-c1dadce1e409,10921,Medical,1793.9,In Review,2025-03-19,32
8d047ff5-776d-4d36-9ec6-526c64c251c5,10971,Liability,1375.44,Paid,2025-05-12,18
87d5123d-943c-44b9-afbe-cb8ae92f1f5e,10706,Accident,1881.77,Closed,2023-02-07,8
2b1fbe7b-0957-49ea-bc81-77ed1c031e29,10042,Fire,1525.98,Paid,2023-04-28,19
6478e263-4d48-4471-ab8d-c0e13a70f2a3,10429,Liability,1016.45,Paid,2022-03-06,43
cbfd0de3-9a8c-4067-bc9e-18a1d3264f9d,10746,Fire,752.74,Paid,2023-06-03,26
72fe82da-d41f-44ba-8856-a779af758601,10727,Liability,306.71,Paid,2025-03-10,14
612b491a-635f-4e45-a11f-7a9bf02a41c1,10115,Fire,1138.33,Open,2023-05-29,50
6c8c32cf-4c74-4a97-b372-fa13bc51382b,10875,Accident,289.2,Closed,2025-04-17,19
dcf77b27-da2c-4339-b1de-fd44e9b6f95e,10286,Fire,186.79,Paid,2023-05-16,32
fdd6fb63-7aec-4844-a587-6da196bd848c,10430,Medical,474.54,Paid,2024-01-16,25
e3f493c7-4b6e-41ae-a90f-741eb2109061,10584,Liability,196.02,In Review,2024-05-22,33
6743f949-a4a4-4eb2-a101-08518305e812,10765,Liability,286.06,Closed,2024-05-18,23
8e7301a2-a84f-424d-a378-ef4a1a72d913,10047,Theft,978.89,Paid,2025-01-12,48
629fd446-abae-4085-94a8-be860a12196b,10749,Theft,2028.15,Paid,2022-11-06,30
667134d2-d6eb-453b-925b-dda57b561c09,10400,Theft,510.22,Closed,2023-11-29,37
326b60a8-c6d6-4c36-bb12-89a2a630d2db,10824,Medical,530.93,Denied,2022-02-08,46
c33aa1d9-3442-4680-84e9-5e06c35c0d6d,10663,Medical,371.92,Paid,2024-03-23,26
a87e694c-0255-4830-ace5-2527ef1d053b,10539,Theft,1258.67,Open,2024-05-23,11
5039ab12-4aa3-431b-a8b4-785774a79b5c,10991,Liability,2433.14,Paid,2024-12-12,45
b5bc7522-9c18-4630-84c4-19ffe720eaba,10048,Fire,212.9,Paid,2024-01-28,7
500cbfd8-1fee-426b-8c30-d3c5dd895723,10346,Accident,516.81,Paid,2025-03-13,26
f16cc89b-859e-4c02-b9b6-691f8a43c54a,10424,Liability,669.82,Paid,2024-10-06,20
a5e339f8-932e-440a-aa74-e13db671a360,10179,Fire,320.52,Paid,2024-06-16,50
d7252cc2-599f-4f52-a097-d6a1bb6d0ce4,10535,Accident,890.11,Paid,2025-02-12,41
f1337504-51b2-4a1c-b335-e62824ba5c09,10789,Theft,961.37,Denied,2025-01-26,13
a56a2356-56dc-40fe-8bf6-f7e145838997,10417,Fire,221.16,Paid,2024-03-29,42
57131338-a52f-4246-8908-eddba4eae5b9,10733,Accident,692.4,Paid,2022-01-14,10
c41f416b-db78-4f15-ac48-3d7f7c29be2e,10917,Fire,585.82,Paid,2023-01-09,39
ff8e543f-d376-45a6-90c4-079dd5b209ef,10361,Accident,368.57,Closed,2022-01-12,42
00889910-4b63-48cc-8fbc-68ad1e1120f4,10347,Theft,1608.57,Paid,2023-11-20,50
d1b64adc-488a-4fbe-900c-6e2313d42266,10324,Medical,115.69,Paid,2025-04-30,37
98fd7e82-6880-43f5-a1bb-1b47046c43a8,10804,Liability,1003.77,Paid,2024-02-18,37
4f7294c6-e491-4b05-a9bd-bfd45c9d6be8,10507,Liability,2107.77,Paid,2025-03-14,41
bd066f5f-1f53-41ea-885a-22eb3e0dcb18,10056,Fire,2381.08,Paid,2022-08-16,5
11447be3-8337-48e8-af51-9d42685b7de7,10860,Medical,57.49,Paid,2022-08-29,20
91a7a0ab-44d7-488b-814f-410e386d3b4e,10602,Fire,804.16,Denied,2023-12-13,23
5853cd91-a0c0-46a8-9461-42e345f67d63,10337,Liability,546.82,Paid,2024-06-04,30
ab658829-8a2b-4d70-8086-5af4c7bfe9d0,10353,Medical,1597.6,Paid,2020-10-29,24
5ae6b3ec-673c-4a62-a4b8-e3b172e17919,10350,Fire,1224.48,Paid,2024-02-08,6
ae441b21-c19c-41e4-ae67-7607e7b791c1,10697,Liability,485.8,Denied,2025-03-31,25
b291e2c3-935f-4a0a-aba9-164cedff3591,10555,Medical,2038.14,Denied,2025-05-09,48
9401048a-f0b8-4106-9100-c66e2b91aa98,10660,Theft,1632.93,Paid,2024-12-10,37
4c6eb901-c76c-4879-a6a9-08e2e16d6eae,10487,Accident,181.72,Paid,2025-03-27,31
4469484a-e5d4-4f6d-a482-010630262994,10525,Liability,2366.45,Paid,2023-03-07,4
4defbd11-b563-42dc-afc0-aebceeab4263,10301,Medical,436.85,Paid,2025-01-02,22
a6bf58bf-e2ee-444c-aebe-a4265e81bfd7,10454,Theft,2567.37,Denied,2025-02-20,12
64e408de-a1bc-4ed4-97cd-03758d38efde,10382,Theft,1576.35,Paid,2021-04-01,29
2458694c-5615-451d-97b5-e513d6130f5e,10446,Medical,339.78,Denied,2022-02-19,40
41a0abe0-b044-4f78-8816-30d34bb209cc,10716,Accident,695.84,Paid,2024-04-27,19
4fa6b6c6-9144-4347-8c22-541470292a71,10920,Medical,409.62,Paid,2021-10-03,22
6a992bf4-10f1-46ad-bfc8-fb2f5ecf09fa,10904,Liability,488.63,Paid,2025-02-13,41
b7353998-5e3b-4e9a-9129-9f4941172cd1,10415,Fire,1279.8,Paid,2024-12-30,7
3cf3db10-f37d-4933-b09c-d7e20da1772f,10632,Liability,1015.69,In Review,2024-10-04,19
0bfe434c-21f0-4821-b183-b60514efd88e,10713,Fire,1466.87,In Review,2024-09-27,43
bf13a84d-4347-4f36-8d89-5754787439d0,10278,Liability,454.28,Closed,2025-06-02,22
2f2a7627-9d5a-423a-8d73-90fa6b27bf8e,10864,Theft,1472.14,Denied,2024-11-15,10
24a83eda-1fea-450a-9c3d-890251491dc7,10434,Fire,208.8,Paid,2024-05-21,42
be3b1ed5-a367-4556-92cb-246e8aea4d28,10252,Medical,316.73,Paid,2024-09-11,46
157b64a8-5e21-4166-a95e-3b2f4002ddff,10535,Theft,1728.41,Paid,2025-01-15,25
59706f4f-c295-4d66-981a-ae272d41fd5e,10645,Fire,130.05,Closed,2025-01-23,43
68609428-9a40-4b2f-847a-4e712f0c9bcd,10681,Liability,525.77,Paid,2025-04-14,43
1e3d9bc2-8c89-46d5-8985-59230614ccc1,10409,Medical,1544.74,Denied,2025-05-09,2
57c0daad-a688-4e65-98bc-7a0cd5681788,10293,Fire,2295.9,Paid,2025-06-05,14
051e6fbd-c5c8-433d-8c99-c721b11b8935,10474,Fire,1643.18,Open,2025-06-10,32
ce36a1b5-9cd6-4f93-b973-bb7d5280f32b,10102,Accident,335.09,Paid,2024-07-15,9
4bf0d83a-7671-4ba9-af0a-2c6c3c205a16,10333,Accident,39.52,Paid,2021-02-20,7
818110e7-8088-4c6a-93c6-f956cfef098b,10090,Liability,923.09,Closed,2023-05-22,48
243512f3-9d38-49da-ae47-545edd5e7849,10373,Liability,497.41,Paid,2024-02-20,22
1672e78f-241f-46a5-8e45-f088575fcb61,10292,Liability,321.84,Paid,2025-02-20,25
bdd174eb-0b38-4177-bef9-781be416729e,10193,Accident,1117.84,Paid,2023-07-17,45
964cc20f-4d41-4872-82a0-9440f81711b3,10918,Liability,362.25,Closed,2022-11-05,11
acc06e36-237e-408f-a076-0015939f5072,10464,Medical,1134.48,Paid,2022-11-20,24
3b205e6b-4fcd-4e31-9ef1-d30d8bb906dc,10251,Accident,471.24,Open,2023-02-05,40
6c76bae3-febd-4d51-a0c7-5ec73de84315,10271,Fire,521.34,Closed,2023-10-27,29
5fff53d4-1592-4867-a71b-77e25cdf4ace,10258,Accident,1036.23,Denied,2024-07-25,20
b49e0bf6-50e9-4a59-bce2-cfdf56dd2ecc,10427,Medical,614.95,Open,2025-02-23,13
99806768-88e8-49c8-9f53-906ec3a11429,10273,Fire,320.32,In Review,2023-06-07,37
7653f866-cd5b-4ab4-aeee-54e7d2ce7e6f,10873,Medical,1560.62,Paid,2025-03-26,19
784543e6-9541-4dbc-920c-5aaae9977099,10856,Medical,555.05,Denied,2024-02-21,27
c6658be6-e612-40e8-a25d-dfbf04d7464f,10556,Accident,1216.85,Closed,2025-05-06,39
747d732d-3456-4173-ab3a-21c5b78dd06b,10928,Accident,1465.07,Closed,2024-11-07,4
bf1b4782-9f3b-44f8-a5a2-df6ab173cd60,10812,Medical,467.13,Closed,2024-03-04,36
a7b84ea9-e4e2-4bf2-831e-33b5862de4bf,10480,Theft,600.3,In Review,2023-06-26,34
5153fee9-884e-4d56-937b-49ced2e476aa,10206,Theft,65.44,Paid,2024-10-28,49
acfd1423-01b3-4586-a983-33cdd07bec4b,10671,Accident,665.05,Paid,2022-11-26,33
202fa549-f0c5-4621-81ee-17eaa2394420,10892,Accident,1816.75,Closed,2021-08-26,6
0af5e07a-1f6b-4453-bb11-4bf47f73cac8,10036,Accident,558.12,Closed,2025-05-13,23
f1145597-bd12-4e63-b6b6-af149216483c,10798,Theft,1494.51,Paid,2022-02-12,26
7cce329a-5c9b-44aa-8fc7-bdab2164af68,10012,Liability,587.12,Paid,2025-01-15,25
80c57936-ce0a-412b-8d58-64602d3bcd08,10946,Theft,276.53,Paid,2023-06-26,2
81b26f3e-c1b7-4f84-9403-710176926cec,10085,Fire,931.51,Open,2024-08-27,46
d3f30bc5-d3f8-47da-8a48-5bf252947bf7,10983,Fire,189.66,Closed,2021-09-06,9
7ddabe6d-15ed-4207-a220-628f0ee12337,10995,Theft,1070.81,Paid,2023-02-26,31
598ddfb5-73f4-4c13-94f1-6a8c75c8d83f,10333,Accident,112.56,Closed,2022-07-25,31
03ddb7b3-1f80-4624-a4e9-40651734567b,10640,Medical,437.27,In Review,2023-11-13,6
5e9bb266-4cdb-44ec-beb8-b19c831b47b7,10880,Theft,736.45,Paid,2021-12-12,10
7ce87c8b-11e9-4e4e-a213-9ab2a87404a5,10245,Liability,91.94,Open,2024-12-12,39
770e568d-2f4b-4ca0-987e-fa38d2126704,10390,Liability,1138.25,Paid,2021-07-13,50
11923b19-0778-485c-a983-988b0efab1cd,10891,Fire,1485.01,Paid,2025-05-02,8
28302697-2883-46fa-a1f9-7bfb378d626c,10368,Theft,866.41,Paid,2025-02-21,41
d71e0efd-691c-4e20-b050-61e459448543,10069,Liability,222.19,Paid,2022-11-17,8
d7cefe0d-ef48-4a5f-ba56-ff3dfa4a2bfb,10309,Medical,1198.9,Denied,2025-03-27,2
501b2089-4d4e-4f77-a8f4-faca025c16c4,10141,Liability,2084.42,Denied,2024-10-01,46
f9d4a518-dbaf-4aff-a18c-079face3a6c7,10791,Accident,581.1,Paid,2025-04-24,1
fc89a8e8-0af7-4e7c-919e-068bdfbc73d5,10041,Liability,135.64,Paid,2023-01-22,37
805ba04e-eb9c-4ee3-ab96-a5372e477525,10870,Medical,525.49,Paid,2023-08-23,43
1fc2e5f8-7af5-454f-9003-a553b618b70b,10541,Theft,1180.88,Denied,2022-10-10,24
08131a9f-ae22-4247-9c8f-07ec8dc54f6e,10108,Theft,1998.64,Open,2024-05-27,35
624f54be-2985-43fa-817a-9d0bf9f96f8f,10139,Liability,940.16,Closed,2025-05-09,33
00f4bdeb-ca5e-4d5d-8806-51797bd09362,10027,Liability,458.23,Paid,2024-03-10,31
b73a128b-22ce-4add-8dce-dd8216c747ce,10924,Theft,1210.24,In Review,2025-06-01,24
d4de2d52-f508-4c78-99b7-d9e8027e3398,10488,Fire,271.89,In Review,2025-06-04,23
f3cd8471-1a9c-4687-a5c9-91148870adae,10089,Theft,2092.05,Paid,2024-09-19,47
922b70d8-ef60-4aa6-a18a-caae9e33c0d5,10566,Theft,1015.71,Closed,2025-03-18,48
31ab1904-1678-4dbf-8975-635e96becb63,10831,Fire,537.73,Paid,2022-11-26,23
0d2203b1-2273-45b9-96ad-fdb08c7799f7,10299,Liability,1382.27,Paid,2024-11-01,42
b191841d-e12d-4d83-b02b-4626996c173c,10991,Accident,355.54,Closed,2024-10-14,44
719fffad-17fc-4e95-83db-810d3d60559f,10770,Medical,972.87,Open,2024-04-28,31
84075e92-a86f-4b94-95db-96b0fd310c4f,10604,Accident,441.91,Closed,2024-03-30,5
ea303be2-fec0-40a5-922e-838151075426,10102,Medical,433.59,Paid,2024-07-08,13
3c1b7685-69ec-45d1-b646-d8f89bf9418f,10483,Theft,1481.42,Closed,2022-06-08,3
137db888-5de1-41eb-bcb6-f44f9df26b72,10369,Fire,645.45,Open,2024-10-23,33
58ff7774-21ba-4002-8bca-22faff39da7f,10121,Medical,725.92,Open,2025-06-03,35
71011d3a-3ef7-4c5b-acb3-3ca81b17bd13,10440,Medical,246.4,Paid,2024-09-06,49
b28da0a4-14fb-4823-87e5-4f69d77a7c90,10621,Accident,269.12,Paid,2025-03-11,50
cf3aa272-2a9e-41b6-9c8b-cd04d2a06752,10283,Theft,660.8,Closed,2024-07-07,22
6fe0c0b3-71f4-45bd-b4b5-c86aabb1d96d,10590,Fire,346.18,Paid,2025-03-26,24
020f3cb7-08bc-4b52-be2e-ddf3838f1e18,10671,Medical,487.37,Closed,2023-04-03,48
5c8a9c42-1bb3-4b43-a0b2-a06bf696a220,10547,Medical,200.83,Closed,2022-06-06,25
706ed2e7-e9fc-467c-a1a2-ada144b708fb,10791,Fire,613.89,Open,2025-03-02,32
17d3bfbd-f3bb-40e7-8f85-d9a171a1359b,10621,Medical,230.63,Paid,2025-05-18,34
b7aeeba0-7019-4087-9cbc-1963eb9f31ca,10444,Fire,783.08,Closed,2024-02-01,47
edcd2283-939b-40e6-a26b-b7486bcc75cd,10687,Medical,1241.72,Paid,2024-12-25,39
6ce18f91-a1d6-4f6b-b6f4-157792a21e31,10948,Accident,2021.15,Denied,2024-08-16,21
4d57206a-ef70-4f98-beca-9c7c15c6ec1a,10206,Theft,259.07,Paid,2024-09-24,43
1752cae5-018f-4197-ae6a-92e72a6592ea,10885,Fire,976.71,Paid,2024-05-04,39
c4174345-d2aa-4a65-845b-4a944f3078c9,10270,Medical,444.6,Paid,2024-12-30,29
6cab2f25-0463-4e00-a520-9c88bcff9c70,10199,Fire,2691.66,Paid,2024-11-08,47
4efe2868-a69a-4933-b268-1530f8921391,10128,Fire,2217.12,In Review,2023-12-12,28
8259f9d2-2cdc-4429-afc7-72cee5c957a2,10574,Fire,845.82,In Review,2024-02-04,4
e32fafd9-4dfd-4c8a-831b-de7f711afb0e,10067,Theft,589.69,In Review,2025-04-23,26
5f5ca59f-bfe2-4393-a57b-8a5ab6c4e05b,10447,Fire,1110.47,Denied,2021-06-16,48
5f643ad1-ca62-4977-bcc0-b8b26b20b9f8,10986,Accident,701.64,Open,2025-06-05,10
55a70cc0-3408-40f7-b54d-3ef41359d79b,10518,Liability,2418.2,In Review,2024-12-11,29
406cab04-cf31-42ae-bffa-2f510ce03bdf,10330,Theft,755.9,Paid,2022-11-18,16
4f497d27-372e-4fec-bc58-f31eef66690b,10310,Fire,737.29,Paid,2021-08-14,37
9975fa59-b558-4395-950d-b96c3b6abd37,10496,Theft,707.85,In Review,2025-03-20,44
dffe5e78-7404-45bf-92ad-22f635ccdc39,10883,Medical,203.49,Open,2025-06-08,24
c220a7c9-59e0-499e-91d6-e06d70bf7221,10032,Medical,533.65,Closed,2024-02-20,37
aec6f617-49c8-409d-830e-fa83ee801140,10514,Accident,663.66,Denied,2024-12-18,26
122ace06-d500-4baa-af76-1f58dbac2230,10372,Fire,74.9,In Review,2024-03-09,16
2c7fee1f-6dcb-4362-9b90-4510957dcfc1,10957,Theft,223.72,Paid,2023-07-27,12
57230636-6398-4399-861b-b40f61244786,10443,Medical,277.14,Denied,2025-06-10,36
dcef3a3b-7195-44f3-a35d-9107b75dae10,10215,Theft,1152.09,Paid,2025-03-18,17
c995f426-292f-42b9-a1e5-947d633e354f,10168,Medical,136.95,Paid,2024-06-14,40
65996940-c988-4131-8b56-68fe325a96fb,10056,Fire,311.88,In Review,2021-06-06,32
573e8147-09d6-4485-a6f7-cda621eabeae,10515,Accident,300.84,Paid,2024-01-06,5
03fddb7e-bb08-4f0e-b06a-d34a9f9c3183,10436,Medical,628.41,Paid,2024-01-02,46
7d60d56c-484c-46cd-936a-1f5fff6a4a85,10691,Medical,991.96,Open,2023-07-14,44
360be7b3-4cc1-4f5e-bb66-cd2bb1afe184,10586,Fire,944.69,In Review,2024-06-13,46
f82c361d-e1d1-4772-aef4-5afd7a117e6d,10337,Theft,1467.13,Denied,2024-10-21,19
07f5a227-e8db-457c-8f87-2de32406f3ce,10438,Fire,1743.88,Closed,2023-05-19,46
aaeedcd5-4622-487c-9ecd-65e49645edea,10960,Accident,897.71,Closed,2023-08-22,33
e65a52d5-b9a3-478e-a19b-517284479234,10544,Accident,857.81,Paid,2024-05-01,13
c42ff3c2-1ac0-476a-a54e-20132d32347c,10254,Accident,748.43,Paid,2023-02-21,32
680855ba-b67e-47f1-94a6-8468b3cf0c3e,10684,Theft,741.53,Paid,2023-12-09,37
aa2b9861-5c9f-465d-a929-919d00edce08,10161,Fire,723.09,Paid,2025-01-08,36
c82a8577-d824-4dd2-9385-b2740dbe2964,10896,Accident,287.78,In Review,2023-05-29,6
00f1537c-1c6c-472f-817e-fcec7bc6e6a2,10627,Theft,312.06,Paid,2025-03-31,46
771f743d-64ad-4d93-9798-3ee7663a2b85,10775,Medical,769.86,Denied,2025-06-02,50
c0593506-2adc-4ccd-b6f6-5aab8183989b,10220,Medical,974.51,Closed,2025-05-08,5
affbec7d-64d2-4f2f-9765-dfc8b2063533,10250,Accident,830.53,Open,2025-02-07,42
009deee2-8f07-403d-8043-b77ba41df09e,10288,Theft,921.91,Paid,2022-02-07,44
0938cc09-b2cd-4de2-8ee4-74af5be44787,10601,Liability,198.38,Paid,2025-03-03,50
6f5a68b7-88e1-494a-818f-3113bc1e4bee,10316,Liability,422.59,In Review,2024-05-04,12
44be3d67-f7e0-4275-8fef-63f51e6db9ff,10991,Accident,572.27,Paid,2025-05-03,4
95c69d76-1450-49ef-9b22-e3939e866718,10328,Theft,300.46,Denied,2024-10-01,20
2b0c994d-6b30-47ba-89ed-0fce2b9e7593,10356,Accident,1707.27,Paid,2024-12-07,46
2e8f25ba-5344-41dd-bb53-63354197b294,10203,Accident,562.2,Paid,2024-02-20,34
830deab5-45a8-4001-ab52-379bae371a5b,10514,Fire,1314.31,Closed,2023-02-15,17
2f1e507f-1993-4578-b71a-23e6b531e0de,10981,Accident,974.98,In Review,2024-12-18,36
0aac904b-6a26-4f79-adea-09e0035474de,10029,Fire,902.94,Paid,2021-04-06,20
b0fa2a02-295f-4edf-a92b-f2c680491290,10824,Liability,989.4,Denied,2025-04-26,33
ed758134-10c9-4d50-9e70-4490f726f85a,10508,Accident,890.79,Denied,2022-01-13,38
b6383cf4-cfa4-47d0-b238-2b3f56c2b4e3,10509,Accident,2647.9,Paid,2025-06-01,40
9d4bc495-bd79-4cd8-ad5a-176c84562f98,10979,Liability,754.57,Paid,2024-06-22,37
c84f0b2b-8d03-459d-bcb6-27db5cc15ae4,10343,Theft,691.33,Closed,2025-01-28,2
2d1c0697-9b54-4784-a738-31fc58f6fe61,10495,Theft,1439.91,Paid,2024-12-17,42
1763df91-55ef-44f2-9537-cafb981545ba,10337,Liability,480.29,Paid,2023-09-26,14
bab38747-1694-4332-855d-2e40009a4a97,10587,Liability,60.28,Paid,2025-05-23,41
0cbd9f71-49d4-4a4f-8718-fbabbbb950f9,10107,Theft,865.56,Paid,2024-02-19,41
0dc51a49-6e08-455c-873e-87793ee8a493,10699,Liability,391.93,Paid,2025-05-24,20
c8d2b7ad-53c4-414a-be6a-6da425215dc7,10068,Medical,503.77,Paid,2025-05-23,44
5f06425a-3b1f-44b4-9481-cd17bb561024,10302,Medical,346.79,Paid,2024-11-02,5
a6a0e6a3-ec9f-4194-928c-39f6ed54c665,10093,Theft,1655.41,Paid,2024-10-29,27
3e7d2096-bc58-495a-ba73-e17923b9e810,10578,Medical,1678.89,Paid,2025-01-20,22
0bb63e26-c711-4cff-860f-be267834a4a7,10115,Liability,440.27,Paid,2022-05-19,46
d1644ca0-108d-4b53-b0fa-b3cd426472ea,10061,Fire,1264.55,In Review,2024-10-02,23
8e4128cf-c5af-4bde-946a-44f208936e7e,10501,Medical,1800.84,Paid,2024-02-17,24
49aa4e27-3206-436b-bdd6-011a7df85eec,10853,Liability,120.75,Denied,2024-08-22,21
2cefa163-880e-4a77-bcb1-91c2cb8d1059,10153,Accident,508.34,Paid,2022-07-16,18
b7e1b0a8-ec62-4374-8b47-1f1fefe96d78,10795,Medical,150.95,Paid,2024-11-11,7
78db0368-de94-477a-887b-84975b43ad00,10043,Theft,196.44,Paid,2023-06-13,25
40f1bc01-eda5-4ecd-a5cc-1c368d5e6b7f,10100,Liability,540.45,Paid,2024-08-01,11
594259be-ae5d-4af4-8104-3e52c6e22503,10419,Fire,1368.08,Open,2025-04-22,47
e998428a-13b7-41e1-afb3-18d662f68340,10567,Fire,262.99,Paid,2023-11-15,11
cbcfcde6-d4e4-47ac-ba68-3b37c5e9c61c,10901,Medical,410.05,Open,2024-06-09,30
4e83b152-1aaa-4900-9f0b-87dbe84258a0,10221,Medical,906.44,Closed,2023-04-11,32
7b269954-18df-45e9-9b63-585b2472feb9,10192,Theft,1337.34,Paid,2025-02-10,26
66ae9e23-51ce-4c42-ad51-f0b200108808,10604,Liability,155.8,Paid,2024-07-24,16
91140789-9fa5-499b-8875-7a7234d10ebe,10305,Accident,1923.33,Denied,2024-10-02,4
a187542a-4092-4d72-b0e9-c60eb46bcd2b,10779,Theft,1692.41,Paid,2025-04-01,39
ee3fc158-a23b-4f29-85a5-b4146293dfb7,10300,Medical,386.66,Paid,2023-05-21,1
953a300c-ed5e-4628-b07c-351e97a8fcfb,10987,Theft,1815.05,Paid,2025-03-27,17
7fc85ebc-2576-421a-9668-2567c35c5637,10584,Fire,454.53,Closed,2023-08-03,24
4a8a8b21-c748-4e7c-8f4a-107407327248,10533,Theft,442.74,Paid,2024-01-01,37
2f62d0e6-6bdd-470c-b90e-82f9e9920a00,10427,Liability,320.0,Paid,2024-05-17,36
10d89afd-939e-4cd6-9c3f-edf6eee6fc7d,10950,Fire,1515.86,Paid,2023-12-16,33
7c1cd3da-2d86-4875-afe5-5d4816b22647,10310,Medical,522.83,Closed,2025-04-02,18
b4556a04-8cb8-4137-8929-02f9b9e090d3,10166,Liability,1125.08,In Review,2023-03-21,8
7dfae2d2-9101-46f0-b9e5-2ce3e5559e04,10982,Accident,949.39,Open,2024-06-20,26
9c3d7edd-6719-47dc-b147-7fa004568921,10462,Fire,795.89,Closed,2022-02-20,22
382db6dc-f30d-4fb9-8aad-2566b9548759,10100,Liability,153.1,Open,2024-08-29,49
